mysql root@(none):covid_data> select max(Cases.`Cases`) as `Cases`, C.`Name` as `County_Name`, S.`Name` as `State_Name`  from `County_Date_Cases` as Cases left join `County` as C on Cases.`County_ID` = C.`County_ID`  left join `State` as S on S.`State_ID` = C.`State_ID` group by C.`County_ID`;

+---------+-----------------------------------+----------------+
| Cases   | County_Name                       | State_Name     |
| 1062    | Fergus                            | Montana        |
| 11156   | Flathead                          | Montana        |
| 12531   | Gallatin                          | Montana        |
| 76      | Garfield                          | Montana        |
| 1524    | Glacier                           | Montana        |
| 53      | Golden Valley                     | Montana        |
| 191     | Granite                           | Montana        |
| 1933    | Hill                              | Montana        |
| 1020    | Jefferson                         | Montana        |
| 86      | Judith Basin                      | Montana        |
| 1941    | Lake                              | Montana        |
| 6406    | Lewis and Clark                   | Montana        |
| 118     | Liberty                           | Montana        |
| 1502    | Lincoln                           | Montana        |
| 710     | Madison                           | Montana        |
| 179     | McCone                            | Montana        |
| 125     | Meagher                           | Montana        |
| 235     | Mineral                           | Montana        |
| 8241    | Missoula                          | Montana        |
| 310     | Musselshell                       | Montana        |
| 1146    | Park                              | Montana        |
| 12      | Petroleum                         | Montana        |
| 504     | Phillips                          | Montana        |
| 457     | Pondera                           | Montana        |
| 114     | Powder River                      | Montana        |
| 891     | Powell                            | Montana        |
| 130     | Prairie                           | Montana        |
| 2716    | Ravalli                           | Montana        |
| 1075    | Richland                          | Montana        |
| 1575    | Roosevelt                         | Montana        |
| 1169    | Rosebud                           | Montana        |
| 592     | Sanders                           | Montana        |
| 391     | Sheridan                          | Montana        |
| 3808    | Silver Bow                        | Montana        |
| 696     | Stillwater                        | Montana        |
| 369     | Sweet Grass                       | Montana        |
| 430     | Teton                             | Montana        |
| 706     | Toole                             | Montana        |
| 55      | Treasure                          | Montana        |
| 832     | Valley                            | Montana        |
| 174     | Wheatland                         | Montana        |
| 118     | Wibaux                            | Montana        |
| 16323   | Yellowstone                       | Montana        |
| 2722    | Adams                             | Nebraska       |
| 481     | Antelope                          | Nebraska       |
| 22      | Arthur                            | Nebraska       |
| 35      | Banner                            | Nebraska       |
| 20      | Blaine                            | Nebraska       |
| 520     | Boone                             | Nebraska       |
| 917     | Box Butte                         | Nebraska       |
| 174     | Boyd                              | Nebraska       |
| 215     | Brown                             | Nebraska       |
| 5159    | Buffalo                           | Nebraska       |
| 637     | Burt                              | Nebraska       |
| 831     | Butler                            | Nebraska       |
| 2340    | Cass                              | Nebraska       |
| 740     | Cedar                             | Nebraska       |
| 448     | Chase                             | Nebraska       |
| 267     | Cherry                            | Nebraska       |
| 908     | Cheyenne                          | Nebraska       |
| 657     | Clay                              | Nebraska       |
| 1553    | Colfax                            | Nebraska       |
| 988     | Cuming                            | Nebraska       |
| 837     | Custer                            | Nebraska       |
| 3900    | Dakota                            | Nebraska       |
| 709     | Dawes                             | Nebraska       |
| 2792    | Dawson                            | Nebraska       |
| 98      | Deuel                             | Nebraska       |
| 566     | Dixon                             | Nebraska       |
| 4680    | Dodge                             | Nebraska       |
| 64381   | Douglas                           | Nebraska       |
| 178     | Dundy                             | Nebraska       |
| 473     | Fillmore                          | Nebraska       |
| 235     | Franklin                          | Nebraska       |
| 189     | Frontier                          | Nebraska       |
| 495     | Furnas                            | Nebraska       |
| 2091    | Gage                              | Nebraska       |
| 112     | Garden                            | Nebraska       |
| 145     | Garfield                          | Nebraska       |
| 181     | Gosper                            | Nebraska       |
| 37      | Grant                             | Nebraska       |
| 209     | Greeley                           | Nebraska       |
| 7280    | Hall                              | Nebraska       |
| 891     | Hamilton                          | Nebraska       |
| 210     | Harlan                            | Nebraska       |
| 59      | Hayes                             | Nebraska       |
| 249     | Hitchcock                         | Nebraska       |
| 792     | Holt                              | Nebraska       |
| 51      | Hooker                            | Nebraska       |
| 528     | Howard                            | Nebraska       |
| 629     | Jefferson                         | Nebraska       |
| 630     | Johnson                           | Nebraska       |
| 669     | Kearney                           | Nebraska       |
| 681     | Keith                             | Nebraska       |
| 48      | Keya Paha                         | Nebraska       |
| 410     | Kimball                           | Nebraska       |
| 844     | Knox                              | Nebraska       |
| 28522   | Lancaster                         | Nebraska       |
| 3591    | Lincoln                           | Nebraska       |
| 77      | Logan                             | Nebraska       |
| 40      | Loup                              | Nebraska       |
| 4297    | Madison                           | Nebraska       |
| 30      | McPherson                         | Nebraska       |
| 750     | Merrick                           | Nebraska       |
| 491     | Morrill                           | Nebraska       |
| 378     | Nance                             | Nebraska       |
| 610     | Nemaha                            | Nebraska       |
| 385     | Nuckolls                          | Nebraska       |
| 1334    | Otoe                              | Nebraska       |
| 220     | Pawnee                            | Nebraska       |
| 264     | Perkins                           | Nebraska       |
| 936     | Phelps                            | Nebraska       |
| 607     | Pierce                            | Nebraska       |
| 3875    | Platte                            | Nebraska       |
| 565     | Polk                              | Nebraska       |
| 1181    | Red Willow                        | Nebraska       |
| 657     | Richardson                        | Nebraska       |
| 102     | Rock                              | Nebraska       |
| 1927    | Saline                            | Nebraska       |
| 20194   | Sarpy                             | Nebraska       |
| 2339    | Saunders                          | Nebraska       |
| 4479    | Scotts Bluff                      | Nebraska       |
| 1862    | Seward                            | Nebraska       |
| 485     | Sheridan                          | Nebraska       |
| 181     | Sherman                           | Nebraska       |
| 36      | Sioux                             | Nebraska       |
| 354     | Stanton                           | Nebraska       |
| 481     | Thayer                            | Nebraska       |
| 52      | Thomas                            | Nebraska       |
| 807     | Thurston                          | Nebraska       |
| 314     | Valley                            | Nebraska       |
| 2026    | Washington                        | Nebraska       |
| 996     | Wayne                             | Nebraska       |
| 313     | Webster                           | Nebraska       |
| 36      | Wheeler                           | Nebraska       |
| 1666    | York                              | Nebraska       |
| 5944    | Carson City                       | Nevada         |
| 1927    | Churchill                         | Nevada         |
| 228665  | Clark                             | Nevada         |
| 2553    | Douglas                           | Nevada         |
| 4590    | Elko                              | Nevada         |
| 37      | Esmeralda                         | Nevada         |
| 50      | Eureka                            | Nevada         |
| 1067    | Humboldt                          | Nevada         |
| 443     | Lander                            | Nevada         |
| 348     | Lincoln                           | Nevada         |
| 2784    | Lyon                              | Nevada         |
| 303     | Mineral                           | Nevada         |
| 2811    | Nye                               | Nevada         |
| 943     | Pershing                          | Nevada         |
| 81      | Storey                            | Nevada         |
| 43180   | Washoe                            | Nevada         |
| 549     | White Pine                        | Nevada         |
| 3165    | Belknap                           | New Hampshire  |
| 1769    | Carroll                           | New Hampshire  |
| 2798    | Cheshire                          | New Hampshire  |
| 1363    | Coos                              | New Hampshire  |
| 2777    | Grafton                           | New Hampshire  |
| 28968   | Hillsborough                      | New Hampshire  |
| 7583    | Merrimack                         | New Hampshire  |
| 18823   | Rockingham                        | New Hampshire  |
| 7214    | Strafford                         | New Hampshire  |
| 1359    | Sullivan                          | New Hampshire  |
| 25431   | Atlantic                          | New Jersey     |
| 80339   | Bergen                            | New Jersey     |
| 36206   | Burlington                        | New Jersey     |
| 44972   | Camden                            | New Jersey     |
| 7432    | Cape May                          | New Jersey     |
| 14516   | Cumberland                        | New Jersey     |
| 75772   | Essex                             | New Jersey     |
| 24640   | Gloucester                        | New Jersey     |
| 71406   | Hudson                            | New Jersey     |
| 7165    | Hunterdon                         | New Jersey     |
| 28400   | Mercer                            | New Jersey     |
| 74641   | Middlesex                         | New Jersey     |
| 59141   | Monmouth                          | New Jersey     |
| 38943   | Morris                            | New Jersey     |
| 60663   | Ocean                             | New Jersey     |
| 58331   | Passaic                           | New Jersey     |
| 4770    | Salem                             | New Jersey     |
| 23534   | Somerset                          | New Jersey     |
| 9469    | Sussex                            | New Jersey     |
| 58314   | Union                             | New Jersey     |
| 7337    | Warren                            | New Jersey     |
| 53036   | Bernalillo                        | New Mexico     |
| 83      | Catron                            | New Mexico     |
| 8891    | Chaves                            | New Mexico     |
| 3409    | Cibola                            | New Mexico     |
| 859     | Colfax                            | New Mexico     |
| 4944    | Curry                             | New Mexico     |
| 132     | De Baca                           | New Mexico     |
| 23235   | Doña Ana                          | New Mexico     |
| 6523    | Eddy                              | New Mexico     |
| 1516    | Grant                             | New Mexico     |
| 615     | Guadalupe                         | New Mexico     |
| 8       | Harding                           | New Mexico     |
| 350     | Hidalgo                           | New Mexico     |
| 8837    | Lea                               | New Mexico     |
| 1554    | Lincoln                           | New Mexico     |
| 486     | Los Alamos                        | New Mexico     |
| 3117    | Luna                              | New Mexico     |
| 12067   | McKinley                          | New Mexico     |
| 162     | Mora                              | New Mexico     |
| 4492    | Otero                             | New Mexico     |
| 421     | Quay                              | New Mexico     |
| 3422    | Rio Arriba                        | New Mexico     |
| 1842    | Roosevelt                         | New Mexico     |
| 13573   | San Juan                          | New Mexico     |
| 1245    | San Miguel                        | New Mexico     |
| 10961   | Sandoval                          | New Mexico     |
| 9864    | Santa Fe                          | New Mexico     |
| 704     | Sierra                            | New Mexico     |
| 1226    | Socorro                           | New Mexico     |
| 1556    | Taos                              | New Mexico     |
| 703     | Torrance                          | New Mexico     |
| 404     | Union                             | New Mexico     |
| 6505    | Valencia                          | New Mexico     |
| 21239   | Albany                            | New York       |
| 2930    | Allegany                          | New York       |
| 15461   | Broome                            | New York       |
| 4499    | Cattaraugus                       | New York       |
| 5438    | Cayuga                            | New York       |
| 7443    | Chautauqua                        | New York       |
| 6481    | Chemung                           | New York       |
| 2502    | Chenango                          | New York       |
| 3788    | Clinton                           | New York       |
| 3456    | Columbia                          | New York       |
| 3241    | Cortland                          | New York       |
| 1590    | Delaware                          | New York       |
| 23006   | Dutchess                          | New York       |
| 66818   | Erie                              | New York       |
| 1372    | Essex                             | New York       |
| 2176    | Franklin                          | New York       |
| 3440    | Fulton                            | New York       |
| 4483    | Genesee                           | New York       |
| 2709    | Greene                            | New York       |
| 286     | Hamilton                          | New York       |
| 4609    | Herkimer                          | New York       |
| 4910    | Jefferson                         | New York       |
| 2103    | Lewis                             | New York       |
| 3611    | Livingston                        | New York       |
| 3896    | Madison                           | New York       |
| 53392   | Monroe                            | New York       |
| 3259    | Montgomery                        | New York       |
| 152646  | Nassau                            | New York       |
| 15554   | Niagara                           | New York       |
| 19928   | Oneida                            | New York       |
| 32798   | Onondaga                          | New York       |
| 5914    | Ontario                           | New York       |
| 38209   | Orange                            | New York       |
| 2477    | Orleans                           | New York       |
| 6119    | Oswego                            | New York       |
| 2486    | Otsego                            | New York       |
| 8565    | Putnam                            | New York       |
| 9233    | Rensselaer                        | New York       |
| 39673   | Rockland                          | New York       |
| 12245   | Saratoga                          | New York       |
| 11039   | Schenectady                       | New York       |
| 1251    | Schoharie                         | New York       |
| 873     | Schuyler                          | New York       |
| 1655    | Seneca                            | New York       |
| 5701    | St. Lawrence                      | New York       |
| 5584    | Steuben                           | New York       |
| 166497  | Suffolk                           | New York       |
| 4891    | Sullivan                          | New York       |
| 2864    | Tioga                             | New York       |
| 3523    | Tompkins                          | New York       |
| 10331   | Ulster                            | New York       |
| 2913    | Warren                            | New York       |
| 2406    | Washington                        | New York       |
| 4540    | Wayne                             | New York       |
| 110329  | Westchester                       | New York       |
| 2885    | Wyoming                           | New York       |
| 1024    | Yates                             | New York       |
| 15938   | Alamance                          | North Carolina |
| 3951    | Alexander                         | North Carolina |
| 928     | Alleghany                         | North Carolina |
| 2327    | Anson                             | North Carolina |
| 1893    | Ashe                              | North Carolina |
| 1849    | Avery                             | North Carolina |
| 4289    | Beaufort                          | North Carolina |
| 1664    | Bertie                            | North Carolina |
| 2979    | Bladen                            | North Carolina |
| 8116    | Brunswick                         | North Carolina |
| 15752   | Buncombe                          | North Carolina |
| 9289    | Burke                             | North Carolina |
| 18727   | Cabarrus                          | North Carolina |
| 8712    | Caldwell                          | North Carolina |
| 596     | Camden                            | North Carolina |
| 4479    | Carteret                          | North Carolina |
| 1993    | Caswell                           | North Carolina |
| 17614   | Catawba                           | North Carolina |
| 4166    | Chatham                           | North Carolina |
| 2136    | Cherokee                          | North Carolina |
| 1382    | Chowan                            | North Carolina |
| 662     | Clay                              | North Carolina |
| 10422   | Cleveland                         | North Carolina |
| 5931    | Columbus                          | North Carolina |
| 8438    | Craven                            | North Carolina |
| 24477   | Cumberland                        | North Carolina |
| 1396    | Currituck                         | North Carolina |
| 1871    | Dare                              | North Carolina |
| 14746   | Davidson                          | North Carolina |
| 3583    | Davie                             | North Carolina |
| 5773    | Duplin                            | North Carolina |
| 22259   | Durham                            | North Carolina |
| 4729    | Edgecombe                         | North Carolina |
| 32220   | Forsyth                           | North Carolina |
| 5521    | Franklin                          | North Carolina |
| 23974   | Gaston                            | North Carolina |
| 678     | Gates                             | North Carolina |
| 566     | Graham                            | North Carolina |
| 5304    | Granville                         | North Carolina |
| 2144    | Greene                            | North Carolina |
| 40451   | Guilford                          | North Carolina |
| 5032    | Halifax                           | North Carolina |
| 9843    | Harnett                           | North Carolina |
| 3893    | Haywood                           | North Carolina |
| 8995    | Henderson                         | North Carolina |
| 1963    | Hertford                          | North Carolina |
| 4169    | Hoke                              | North Carolina |
| 628     | Hyde                              | North Carolina |
| 16641   | Iredell                           | North Carolina |
| 3372    | Jackson                           | North Carolina |
| 18214   | Johnston                          | North Carolina |
| 739     | Jones                             | North Carolina |
| 5506    | Lee                               | North Carolina |
| 5499    | Lenoir                            | North Carolina |
| 8904    | Lincoln                           | North Carolina |
| 2586    | Macon                             | North Carolina |
| 1373    | Madison                           | North Carolina |
| 2089    | Martin                            | North Carolina |
| 4875    | McDowell                          | North Carolina |
| 97954   | Mecklenburg                       | North Carolina |
| 1245    | Mitchell                          | North Carolina |
| 3100    | Montgomery                        | North Carolina |
| 8076    | Moore                             | North Carolina |
| 9877    | Nash                              | North Carolina |
| 16459   | New Hanover                       | North Carolina |
| 1728    | Northampton                       | North Carolina |
| 14833   | Onslow                            | North Carolina |
| 7827    | Orange                            | North Carolina |
| 973     | Pamlico                           | North Carolina |
| 3091    | Pasquotank                        | North Carolina |
| 4772    | Pender                            | North Carolina |
| 924     | Perquimans                        | North Carolina |
| 3038    | Person                            | North Carolina |
| 17698   | Pitt                              | North Carolina |
| 1364    | Polk                              | North Carolina |
| 13500   | Randolph                          | North Carolina |
| 4247    | Richmond                          | North Carolina |
| 15332   | Robeson                           | North Carolina |
| 6903    | Rockingham                        | North Carolina |
| 15041   | Rowan                             | North Carolina |
| 6786    | Rutherford                        | North Carolina |
| 6942    | Sampson                           | North Carolina |
| 3508    | Scotland                          | North Carolina |
| 6917    | Stanly                            | North Carolina |
| 3696    | Stokes                            | North Carolina |
| 7443    | Surry                             | North Carolina |
| 1171    | Swain                             | North Carolina |
| 1950    | Transylvania                      | North Carolina |
| 305     | Tyrrell                           | North Carolina |
| 21023   | Union                             | North Carolina |
| 4414    | Vance                             | North Carolina |
| 79457   | Wake                              | North Carolina |
| 1614    | Warren                            | North Carolina |
| 999     | Washington                        | North Carolina |
| 4019    | Watauga                           | North Carolina |
| 10331   | Wayne                             | North Carolina |
| 6054    | Wilkes                            | North Carolina |
| 8543    | Wilson                            | North Carolina |
| 3680    | Yadkin                            | North Carolina |
| 1463    | Yancey                            | North Carolina |
| 266     | Adams                             | North Dakota   |
| 1300    | Barnes                            | North Dakota   |
| 1030    | Benson                            | North Dakota   |
| 53      | Billings                          | North Dakota   |
| 689     | Bottineau                         | North Dakota   |
| 396     | Bowman                            | North Dakota   |
| 224     | Burke                             | North Dakota   |
| 14703   | Burleigh                          | North Dakota   |
| 21504   | Cass                              | North Dakota   |
| 417     | Cavalier                          | North Dakota   |
| 738     | Dickey                            | North Dakota   |
| 166     | Divide                            | North Dakota   |
| 367     | Dunn                              | North Dakota   |
| 459     | Eddy                              | North Dakota   |
| 407     | Emmons                            | North Dakota   |
| 568     | Foster                            | North Dakota   |
| 247     | Golden Valley                     | North Dakota   |
| 9836    | Grand Forks                       | North Dakota   |
| 184     | Grant                             | North Dakota   |
| 307     | Griggs                            | North Dakota   |
| 320     | Hettinger                         | North Dakota   |
| 257     | Kidder                            | North Dakota   |
| 498     | LaMoure                           | North Dakota   |
| 219     | Logan                             | North Dakota   |
| 607     | McHenry                           | North Dakota   |
| 323     | McIntosh                          | North Dakota   |
| 1167    | McKenzie                          | North Dakota   |
| 1216    | McLean                            | North Dakota   |
| 1073    | Mercer                            | North Dakota   |
| 4949    | Morton                            | North Dakota   |
| 1274    | Mountrail                         | North Dakota   |
| 447     | Nelson                            | North Dakota   |
| 153     | Oliver                            | North Dakota   |
| 753     | Pembina                           | North Dakota   |
| 528     | Pierce                            | North Dakota   |
| 1614    | Ramsey                            | North Dakota   |
| 619     | Ransom                            | North Dakota   |
| 305     | Renville                          | North Dakota   |
| 1783    | Richland                          | North Dakota   |
| 2126    | Rolette                           | North Dakota   |
| 432     | Sargent                           | North Dakota   |
| 104     | Sheridan                          | North Dakota   |
| 642     | Sioux                             | North Dakota   |
| 31      | Slope                             | North Dakota   |
| 4412    | Stark                             | North Dakota   |
| 174     | Steele                            | North Dakota   |
| 3292    | Stutsman                          | North Dakota   |
| 300     | Towner                            | North Dakota   |
| 992     | Traill                            | North Dakota   |
| 1765    | Walsh                             | North Dakota   |
| 9227    | Ward                              | North Dakota   |
| 429     | Wells                             | North Dakota   |
| 4507    | Williams                          | North Dakota   |
| 2183    | Adams                             | Ohio           |
| 10822   | Allen                             | Ohio           |
| 3830    | Ashland                           | Ohio           |
| 6002    | Ashtabula                         | Ohio           |
| 4664    | Athens                            | Ohio           |
| 4566    | Auglaize                          | Ohio           |
| 5000    | Belmont                           | Ohio           |
| 3752    | Brown                             | Ohio           |
| 35859   | Butler                            | Ohio           |
| 1821    | Carroll                           | Ohio           |
| 2911    | Champaign                         | Ohio           |
| 12394   | Clark                             | Ohio           |
| 18541   | Clermont                          | Ohio           |
| 3427    | Clinton                           | Ohio           |
| 8174    | Columbiana                        | Ohio           |
| 2411    | Coshocton                         | Ohio           |
| 3601    | Crawford                          | Ohio           |
| 96933   | Cuyahoga                          | Ohio           |
| 5052    | Darke                             | Ohio           |
| 3740    | Defiance                          | Ohio           |
| 16614   | Delaware                          | Ohio           |
| 6972    | Erie                              | Ohio           |
| 14653   | Fairfield                         | Ohio           |
| 2701    | Fayette                           | Ohio           |
| 113037  | Franklin                          | Ohio           |
| 3834    | Fulton                            | Ohio           |
| 2239    | Gallia                            | Ohio           |
| 6118    | Geauga                            | Ohio           |
| 13664   | Greene                            | Ohio           |
| 2889    | Guernsey                          | Ohio           |
| 73923   | Hamilton                          | Ohio           |
| 6032    | Hancock                           | Ohio           |
| 2473    | Hardin                            | Ohio           |
| 1007    | Harrison                          | Ohio           |
| 2479    | Henry                             | Ohio           |
| 3286    | Highland                          | Ohio           |
| 1951    | Hocking                           | Ohio           |
| 2444    | Holmes                            | Ohio           |
| 4862    | Huron                             | Ohio           |
| 2920    | Jackson                           | Ohio           |
| 4843    | Jefferson                         | Ohio           |
| 4056    | Knox                              | Ohio           |
| 18564   | Lake                              | Ohio           |
| 5278    | Lawrence                          | Ohio           |
| 15096   | Licking                           | Ohio           |
| 3576    | Logan                             | Ohio           |
| 22218   | Lorain                            | Ohio           |
| 35802   | Lucas                             | Ohio           |
| 3957    | Madison                           | Ohio           |
| 19586   | Mahoning                          | Ohio           |
| 8021    | Marion                            | Ohio           |
| 13531   | Medina                            | Ohio           |
| 1360    | Meigs                             | Ohio           |
| 4597    | Mercer                            | Ohio           |
| 10065   | Miami                             | Ohio           |
| 1176    | Monroe                            | Ohio           |
| 47536   | Montgomery                        | Ohio           |
| 1022    | Morgan                            | Ohio           |
| 2616    | Morrow                            | Ohio           |
| 8244    | Muskingum                         | Ohio           |
| 1293    | Noble                             | Ohio           |
| 3254    | Ottawa                            | Ohio           |
| 1611    | Paulding                          | Ohio           |
| 2713    | Perry                             | Ohio           |
| 8096    | Pickaway                          | Ohio           |
| 2173    | Pike                              | Ohio           |
| 11140   | Portage                           | Ohio           |
| 3541    | Preble                            | Ohio           |
| 4005    | Putnam                            | Ohio           |
| 10376   | Richland                          | Ohio           |
| 6178    | Ross                              | Ohio           |
| 4800    | Sandusky                          | Ohio           |
| 6009    | Scioto                            | Ohio           |
| 4738    | Seneca                            | Ohio           |
| 4426    | Shelby                            | Ohio           |
| 29602   | Stark                             | Ohio           |
| 40720   | Summit                            | Ohio           |
| 14437   | Trumbull                          | Ohio           |
| 8083    | Tuscarawas                        | Ohio           |
| 5167    | Union                             | Ohio           |
| 2303    | Van Wert                          | Ohio           |
| 768     | Vinton                            | Ohio           |
| 22593   | Warren                            | Ohio           |
| 4755    | Washington                        | Ohio           |
| 7939    | Wayne                             | Ohio           |
| 3035    | Williams                          | Ohio           |
| 11670   | Wood                              | Ohio           |
| 2124    | Wyandot                           | Ohio           |
| 3135    | Adair                             | Oklahoma       |
| 1149    | Alfalfa                           | Oklahoma       |
| 1784    | Atoka                             | Oklahoma       |
| 448     | Beaver                            | Oklahoma       |
| 2799    | Beckham                           | Oklahoma       |
| 1005    | Blaine                            | Oklahoma       |
| 5983    | Bryan                             | Oklahoma       |
| 3857    | Caddo                             | Oklahoma       |
| 16089   | Canadian                          | Oklahoma       |
| 5762    | Carter                            | Oklahoma       |
| 5462    | Cherokee                          | Oklahoma       |
| 1579    | Choctaw                           | Oklahoma       |
| 203     | Cimarron                          | Oklahoma       |
| 28977   | Cleveland                         | Oklahoma       |
| 684     | Coal                              | Oklahoma       |
| 12244   | Comanche                          | Oklahoma       |
| 658     | Cotton                            | Oklahoma       |
| 1899    | Craig                             | Oklahoma       |
| 6647    | Creek                             | Oklahoma       |
| 4031    | Custer                            | Oklahoma       |
| 4429    | Delaware                          | Oklahoma       |
| 537     | Dewey                             | Oklahoma       |
| 352     | Ellis                             | Oklahoma       |
| 7619    | Garfield                          | Oklahoma       |
| 3477    | Garvin                            | Oklahoma       |
| 5689    | Grady                             | Oklahoma       |
| 540     | Grant                             | Oklahoma       |
| 539     | Greer                             | Oklahoma       |
| 290     | Harmon                            | Oklahoma       |
| 408     | Harper                            | Oklahoma       |
| 1229    | Haskell                           | Oklahoma       |
| 1171    | Hughes                            | Oklahoma       |
| 2957    | Jackson                           | Oklahoma       |
| 673     | Jefferson                         | Oklahoma       |
| 1335    | Johnston                          | Oklahoma       |
| 5102    | Kay                               | Oklahoma       |
| 1997    | Kingfisher                        | Oklahoma       |
| 801     | Kiowa                             | Oklahoma       |
| 818     | Latimer                           | Oklahoma       |
| 5425    | Le Flore                          | Oklahoma       |
| 3099    | Lincoln                           | Oklahoma       |
| 4019    | Logan                             | Oklahoma       |
| 1433    | Love                              | Oklahoma       |
| 941     | Major                             | Oklahoma       |
| 1875    | Marshall                          | Oklahoma       |
| 4042    | Mayes                             | Oklahoma       |
| 5064    | McClain                           | Oklahoma       |
| 3836    | McCurtain                         | Oklahoma       |
| 1942    | McIntosh                          | Oklahoma       |
| 1926    | Murray                            | Oklahoma       |
| 9138    | Muskogee                          | Oklahoma       |
| 1357    | Noble                             | Oklahoma       |
| 1113    | Nowata                            | Oklahoma       |
| 1766    | Okfuskee                          | Oklahoma       |
| 81713   | Oklahoma                          | Oklahoma       |
| 3640    | Okmulgee                          | Oklahoma       |
| 4512    | Osage                             | Oklahoma       |
| 3646    | Ottawa                            | Oklahoma       |
| 1731    | Pawnee                            | Oklahoma       |
| 8442    | Payne                             | Oklahoma       |
| 4476    | Pittsburg                         | Oklahoma       |
| 4973    | Pontotoc                          | Oklahoma       |
| 7983    | Pottawatomie                      | Oklahoma       |
| 995     | Pushmataha                        | Oklahoma       |
| 384     | Roger Mills                       | Oklahoma       |
| 9974    | Rogers                            | Oklahoma       |
| 2774    | Seminole                          | Oklahoma       |
| 3984    | Sequoyah                          | Oklahoma       |
| 4704    | Stephens                          | Oklahoma       |
| 3459    | Texas                             | Oklahoma       |
| 756     | Tillman                           | Oklahoma       |
| 71541   | Tulsa                             | Oklahoma       |
| 7752    | Wagoner                           | Oklahoma       |
| 4881    | Washington                        | Oklahoma       |
| 1057    | Washita                           | Oklahoma       |
| 1189    | Woods                             | Oklahoma       |
| 3098    | Woodward                          | Oklahoma       |
| 676     | Baker                             | Oregon         |
| 2377    | Benton                            | Oregon         |
| 13482   | Clackamas                         | Oregon         |
| 779     | Clatsop                           | Oregon         |
| 1278    | Columbia                          | Oregon         |
| 1595    | Coos                              | Oregon         |
| 781     | Crook                             | Oregon         |
| 446     | Curry                             | Oregon         |
| 6035    | Deschutes                         | Oregon         |
| 2604    | Douglas                           | Oregon         |
| 54      | Gilliam                           | Oregon         |
| 230     | Grant                             | Oregon         |
| 278     | Harney                            | Oregon         |
| 1072    | Hood River                        | Oregon         |
| 8582    | Jackson                           | Oregon         |
| 1979    | Jefferson                         | Oregon         |
| 2405    | Josephine                         | Oregon         |
| 2817    | Klamath                           | Oregon         |
| 386     | Lake                              | Oregon         |
| 10388   | Lane                              | Oregon         |
| 1140    | Lincoln                           | Oregon         |
| 3620    | Linn                              | Oregon         |
| 3365    | Malheur                           | Oregon         |
| 18640   | Marion                            | Oregon         |
| 1051    | Morrow                            | Oregon         |
| 32089   | Multnomah                         | Oregon         |
| 3096    | Polk                              | Oregon         |
| 53      | Sherman                           | Oregon         |
| 434     | Tillamook                         | Oregon         |
| 7709    | Umatilla                          | Oregon         |
| 1305    | Union                             | Oregon         |
| 144     | Wallowa                           | Oregon         |
| 1222    | Wasco                             | Oregon         |
| 21400   | Washington                        | Oregon         |
| 22      | Wheeler                           | Oregon         |
| 3816    | Yamhill                           | Oregon         |
| 7429    | Adams                             | Pennsylvania   |
| 78220   | Allegheny                         | Pennsylvania   |
| 4943    | Armstrong                         | Pennsylvania   |
| 12470   | Beaver                            | Pennsylvania   |
| 3843    | Bedford                           | Pennsylvania   |
| 36378   | Berks                             | Pennsylvania   |
| 10716   | Blair                             | Pennsylvania   |
| 4444    | Bradford                          | Pennsylvania   |
| 46156   | Bucks                             | Pennsylvania   |
| 14121   | Butler                            | Pennsylvania   |
| 11819   | Cambria                           | Pennsylvania   |
| 264     | Cameron                           | Pennsylvania   |
| 4943    | Carbon                            | Pennsylvania   |
| 13156   | Centre                            | Pennsylvania   |
| 31224   | Chester                           | Pennsylvania   |
| 2708    | Clarion                           | Pennsylvania   |
| 6434    | Clearfield                        | Pennsylvania   |
| 2860    | Clinton                           | Pennsylvania   |
| 4691    | Columbia                          | Pennsylvania   |
| 6461    | Crawford                          | Pennsylvania   |
| 16815   | Cumberland                        | Pennsylvania   |
| 20975   | Dauphin                           | Pennsylvania   |
| 41765   | Delaware                          | Pennsylvania   |
| 2351    | Elk                               | Pennsylvania   |
| 17616   | Erie                              | Pennsylvania   |
| 10607   | Fayette                           | Pennsylvania   |
| 1383    | Forest                            | Pennsylvania   |
| 12679   | Franklin                          | Pennsylvania   |
| 1141    | Fulton                            | Pennsylvania   |
| 2713    | Greene                            | Pennsylvania   |
| 4324    | Huntingdon                        | Pennsylvania   |
| 5131    | Indiana                           | Pennsylvania   |
| 2834    | Jefferson                         | Pennsylvania   |
| 1839    | Juniata                           | Pennsylvania   |
| 14228   | Lackawanna                        | Pennsylvania   |
| 44480   | Lancaster                         | Pennsylvania   |
| 6162    | Lawrence                          | Pennsylvania   |
| 13008   | Lebanon                           | Pennsylvania   |
| 31262   | Lehigh                            | Pennsylvania   |
| 25248   | Luzerne                           | Pennsylvania   |
| 9476    | Lycoming                          | Pennsylvania   |
| 3073    | McKean                            | Pennsylvania   |
| 8251    | Mercer                            | Pennsylvania   |
| 4632    | Mifflin                           | Pennsylvania   |
| 9955    | Monroe                            | Pennsylvania   |
| 55218   | Montgomery                        | Pennsylvania   |
| 1790    | Montour                           | Pennsylvania   |
| 27446   | Northampton                       | Pennsylvania   |
| 8087    | Northumberland                    | Pennsylvania   |
| 2957    | Perry                             | Pennsylvania   |
| 119874  | Philadelphia                      | Pennsylvania   |
| 2639    | Pike                              | Pennsylvania   |
