mysql root@(none):covid_data> select max(Cases.`Cases`) as `Cases`, C.`Name` as `County_Name`, S.`Name` as `State_Name`  from `County_Date_Cases` as Cases left join `County` as C on Cases.`County_ID` = C.`County_ID`  left join `State` as S on S.`State_ID` = C.`State_ID` group by C.`County_ID`;

+---------+-----------------------------------+----------------+
| Cases   | County_Name                       | State_Name     |
| 925     | Benton                            | Indiana        |
| 1218    | Blackford                         | Indiana        |
| 6206    | Boone                             | Indiana        |
| 953     | Brown                             | Indiana        |
| 1771    | Carroll                           | Indiana        |
| 5494    | Cass                              | Indiana        |
| 12098   | Clark                             | Indiana        |
| 2416    | Clay                              | Indiana        |
| 3981    | Clinton                           | Indiana        |
| 927     | Crawford                          | Indiana        |
| 2863    | Daviess                           | Indiana        |
| 3887    | DeKalb                            | Indiana        |
| 5524    | Dearborn                          | Indiana        |
| 2769    | Decatur                           | Indiana        |
| 9913    | Delaware                          | Indiana        |
| 5943    | Dubois                            | Indiana        |
| 25634   | Elkhart                           | Indiana        |
| 2861    | Fayette                           | Indiana        |
| 7279    | Floyd                             | Indiana        |
| 2030    | Fountain                          | Indiana        |
| 1619    | Franklin                          | Indiana        |
| 1800    | Fulton                            | Indiana        |
| 4060    | Gibson                            | Indiana        |
| 6883    | Grant                             | Indiana        |
| 2635    | Greene                            | Indiana        |
| 32535   | Hamilton                          | Indiana        |
| 7495    | Hancock                           | Indiana        |
| 4043    | Harrison                          | Indiana        |
| 16014   | Hendricks                         | Indiana        |
| 5457    | Henry                             | Indiana        |
| 9138    | Howard                            | Indiana        |
| 3512    | Huntington                        | Indiana        |
| 4663    | Jackson                           | Indiana        |
| 3197    | Jasper                            | Indiana        |
| 1799    | Jay                               | Indiana        |
| 2965    | Jefferson                         | Indiana        |
| 2173    | Jennings                          | Indiana        |
| 16547   | Johnson                           | Indiana        |
| 3580    | Knox                              | Indiana        |
| 8620    | Kosciusko                         | Indiana        |
| 2431    | LaGrange                          | Indiana        |
| 9847    | LaPorte                           | Indiana        |
| 48804   | Lake                              | Indiana        |
| 4200    | Lawrence                          | Indiana        |
| 11841   | Madison                           | Indiana        |
| 91559   | Marion                            | Indiana        |
| 5459    | Marshall                          | Indiana        |
| 804     | Martin                            | Indiana        |
| 3590    | Miami                             | Indiana        |
| 10443   | Monroe                            | Indiana        |
| 3921    | Montgomery                        | Indiana        |
| 6151    | Morgan                            | Indiana        |
| 970     | Newton                            | Indiana        |
| 5142    | Noble                             | Indiana        |
| 542     | Ohio                              | Indiana        |
| 1718    | Orange                            | Indiana        |
| 1845    | Owen                              | Indiana        |
| 1416    | Parke                             | Indiana        |
| 1751    | Perry                             | Indiana        |
| 1286    | Pike                              | Indiana        |
| 16099   | Porter                            | Indiana        |
| 2617    | Posey                             | Indiana        |
| 1079    | Pulaski                           | Indiana        |
| 3355    | Putnam                            | Indiana        |
| 2306    | Randolph                          | Indiana        |
| 3282    | Ripley                            | Indiana        |
| 1720    | Rush                              | Indiana        |
| 2528    | Scott                             | Indiana        |
| 5575    | Shelby                            | Indiana        |
| 2198    | Spencer                           | Indiana        |
| 30394   | St. Joseph                        | Indiana        |
| 1903    | Starke                            | Indiana        |
| 3410    | Steuben                           | Indiana        |
| 2041    | Sullivan                          | Indiana        |
| 757     | Switzerland                       | Indiana        |
| 20247   | Tippecanoe                        | Indiana        |
| 1505    | Tipton                            | Indiana        |
| 703     | Union                             | Indiana        |
| 21353   | Vanderburgh                       | Indiana        |
| 1616    | Vermillion                        | Indiana        |
| 11712   | Vigo                              | Indiana        |
| 3344    | Wabash                            | Indiana        |
| 762     | Warren                            | Indiana        |
| 7459    | Warrick                           | Indiana        |
| 2133    | Washington                        | Indiana        |
| 7047    | Wayne                             | Indiana        |
| 2619    | Wells                             | Indiana        |
| 2986    | White                             | Indiana        |
| 3524    | Whitley                           | Indiana        |
| 790     | Adair                             | Iowa           |
| 317     | Adams                             | Iowa           |
| 1386    | Allamakee                         | Iowa           |
| 1202    | Appanoose                         | Iowa           |
| 465     | Audubon                           | Iowa           |
| 2320    | Benton                            | Iowa           |
| 14757   | Black Hawk                        | Iowa           |
| 2380    | Boone                             | Iowa           |
| 2628    | Bremer                            | Iowa           |
| 1732    | Buchanan                          | Iowa           |
| 4058    | Buena Vista                       | Iowa           |
| 1570    | Butler                            | Iowa           |
| 1274    | Calhoun                           | Iowa           |
| 2639    | Carroll                           | Iowa           |
| 1241    | Cass                              | Iowa           |
| 1650    | Cedar                             | Iowa           |
| 4939    | Cerro Gordo                       | Iowa           |
| 1431    | Cherokee                          | Iowa           |
| 1180    | Chickasaw                         | Iowa           |
| 922     | Clarke                            | Iowa           |
| 1823    | Clay                              | Iowa           |
| 1588    | Clayton                           | Iowa           |
| 4914    | Clinton                           | Iowa           |
| 2471    | Crawford                          | Iowa           |
| 9905    | Dallas                            | Iowa           |
| 749     | Davis                             | Iowa           |
| 550     | Decatur                           | Iowa           |
| 1844    | Delaware                          | Iowa           |
| 4186    | Des Moines                        | Iowa           |
| 1989    | Dickinson                         | Iowa           |
| 12202   | Dubuque                           | Iowa           |
| 1137    | Emmet                             | Iowa           |
| 1757    | Fayette                           | Iowa           |
| 1462    | Floyd                             | Iowa           |
| 1082    | Franklin                          | Iowa           |
| 548     | Fremont                           | Iowa           |
| 722     | Greene                            | Iowa           |
| 1294    | Grundy                            | Iowa           |
| 1074    | Guthrie                           | Iowa           |
| 1719    | Hamilton                          | Iowa           |
| 1363    | Hancock                           | Iowa           |
| 1660    | Hardin                            | Iowa           |
| 1650    | Harrison                          | Iowa           |
| 2774    | Henry                             | Iowa           |
| 974     | Howard                            | Iowa           |
| 1118    | Humboldt                          | Iowa           |
| 804     | Ida                               | Iowa           |
| 1365    | Iowa                              | Iowa           |
| 2075    | Jackson                           | Iowa           |
| 3692    | Jasper                            | Iowa           |
| 1267    | Jefferson                         | Iowa           |
| 12906   | Johnson                           | Iowa           |
| 2835    | Jones                             | Iowa           |
| 904     | Keokuk                            | Iowa           |
| 1941    | Kossuth                           | Iowa           |
| 3483    | Lee                               | Iowa           |
| 19202   | Linn                              | Iowa           |
| 1203    | Louisa                            | Iowa           |
| 695     | Lucas                             | Iowa           |
| 1440    | Lyon                              | Iowa           |
| 1379    | Madison                           | Iowa           |
| 2120    | Mahaska                           | Iowa           |
| 3346    | Marion                            | Iowa           |
| 4569    | Marshall                          | Iowa           |
| 1461    | Mills                             | Iowa           |
| 1189    | Mitchell                          | Iowa           |
| 757     | Monona                            | Iowa           |
| 873     | Monroe                            | Iowa           |
| 958     | Montgomery                        | Iowa           |
| 4138    | Muscatine                         | Iowa           |
| 1774    | O'Brien                           | Iowa           |
| 667     | Osceola                           | Iowa           |
| 1692    | Page                              | Iowa           |
| 988     | Palo Alto                         | Iowa           |
| 3630    | Plymouth                          | Iowa           |
| 804     | Pocahontas                        | Iowa           |
| 50544   | Polk                              | Iowa           |
| 9666    | Pottawattamie                     | Iowa           |
| 1455    | Poweshiek                         | Iowa           |
| 495     | Ringgold                          | Iowa           |
| 1161    | Sac                               | Iowa           |
| 16852   | Scott                             | Iowa           |
| 1135    | Shelby                            | Iowa           |
| 4719    | Sioux                             | Iowa           |
| 9363    | Story                             | Iowa           |
| 1985    | Tama                              | Iowa           |
| 634     | Taylor                            | Iowa           |
| 1177    | Union                             | Iowa           |
| 533     | Van Buren                         | Iowa           |
| 3877    | Wapello                           | Iowa           |
| 5002    | Warren                            | Iowa           |
| 2370    | Washington                        | Iowa           |
| 443     | Wayne                             | Iowa           |
| 4872    | Webster                           | Iowa           |
| 1275    | Winnebago                         | Iowa           |
| 1783    | Winneshiek                        | Iowa           |
| 13559   | Woodbury                          | Iowa           |
| 650     | Worth                             | Iowa           |
| 1716    | Wright                            | Iowa           |
| 1146    | Allen                             | Kansas         |
| 816     | Anderson                          | Kansas         |
| 1532    | Atchison                          | Kansas         |
| 367     | Barber                            | Kansas         |
| 2574    | Barton                            | Kansas         |
| 1288    | Bourbon                           | Kansas         |
| 1217    | Brown                             | Kansas         |
| 7235    | Butler                            | Kansas         |
| 285     | Chase                             | Kansas         |
| 260     | Chautauqua                        | Kansas         |
| 2369    | Cherokee                          | Kansas         |
| 354     | Cheyenne                          | Kansas         |
| 244     | Clark                             | Kansas         |
| 824     | Clay                              | Kansas         |
| 969     | Cloud                             | Kansas         |
| 712     | Coffey                            | Kansas         |
| 159     | Comanche                          | Kansas         |
| 3824    | Cowley                            | Kansas         |
| 4537    | Crawford                          | Kansas         |
| 259     | Decatur                           | Kansas         |
| 1691    | Dickinson                         | Kansas         |
| 945     | Doniphan                          | Kansas         |
| 8679    | Douglas                           | Kansas         |
| 262     | Edwards                           | Kansas         |
| 176     | Elk                               | Kansas         |
| 3692    | Ellis                             | Kansas         |
| 1211    | Ellsworth                         | Kansas         |
| 5989    | Finney                            | Kansas         |
| 5592    | Ford                              | Kansas         |
| 2456    | Franklin                          | Kansas         |
| 3063    | Geary                             | Kansas         |
| 385     | Gove                              | Kansas         |
| 250     | Graham                            | Kansas         |
| 966     | Grant                             | Kansas         |
| 602     | Gray                              | Kansas         |
| 102     | Greeley                           | Kansas         |
| 589     | Greenwood                         | Kansas         |
| 201     | Hamilton                          | Kansas         |
| 605     | Harper                            | Kansas         |
| 3436    | Harvey                            | Kansas         |
| 408     | Haskell                           | Kansas         |
| 206     | Hodgeman                          | Kansas         |
| 1339    | Jackson                           | Kansas         |
| 1623    | Jefferson                         | Kansas         |
| 202     | Jewell                            | Kansas         |
| 54730   | Johnson                           | Kansas         |
| 561     | Kearny                            | Kansas         |
| 729     | Kingman                           | Kansas         |
| 266     | Kiowa                             | Kansas         |
| 2621    | Labette                           | Kansas         |
| 142     | Lane                              | Kansas         |
| 6833    | Leavenworth                       | Kansas         |
| 256     | Lincoln                           | Kansas         |
| 834     | Linn                              | Kansas         |
| 292     | Logan                             | Kansas         |
| 4115    | Lyon                              | Kansas         |
| 1029    | Marion                            | Kansas         |
| 1074    | Marshall                          | Kansas         |
| 3166    | McPherson                         | Kansas         |
| 495     | Meade                             | Kansas         |
| 2650    | Miami                             | Kansas         |
| 559     | Mitchell                          | Kansas         |
| 3310    | Montgomery                        | Kansas         |
| 598     | Morris                            | Kansas         |
| 254     | Morton                            | Kansas         |
| 1486    | Nemaha                            | Kansas         |
| 1761    | Neosho                            | Kansas         |
| 365     | Ness                              | Kansas         |
| 1217    | Norton                            | Kansas         |
| 1194    | Osage                             | Kansas         |
| 287     | Osborne                           | Kansas         |
| 548     | Ottawa                            | Kansas         |
| 1137    | Pawnee                            | Kansas         |
| 705     | Phillips                          | Kansas         |
| 1784    | Pottawatomie                      | Kansas         |
| 807     | Pratt                             | Kansas         |
| 355     | Rawlins                           | Kansas         |
| 8308    | Reno                              | Kansas         |
| 679     | Republic                          | Kansas         |
| 1059    | Rice                              | Kansas         |
| 6216    | Riley                             | Kansas         |
| 639     | Rooks                             | Kansas         |
| 425     | Rush                              | Kansas         |
| 845     | Russell                           | Kansas         |
| 5993    | Saline                            | Kansas         |
| 605     | Scott                             | Kansas         |
| 53962   | Sedgwick                          | Kansas         |
| 3893    | Seward                            | Kansas         |
| 16478   | Shawnee                           | Kansas         |
| 428     | Sheridan                          | Kansas         |
| 610     | Sherman                           | Kansas         |
| 271     | Smith                             | Kansas         |
| 346     | Stafford                          | Kansas         |
| 184     | Stanton                           | Kansas         |
| 580     | Stevens                           | Kansas         |
| 2077    | Sumner                            | Kansas         |
| 1123    | Thomas                            | Kansas         |
| 406     | Trego                             | Kansas         |
| 665     | Wabaunsee                         | Kansas         |
| 177     | Wallace                           | Kansas         |
| 528     | Washington                        | Kansas         |
| 215     | Wichita                           | Kansas         |
| 956     | Wilson                            | Kansas         |
| 205     | Woodson                           | Kansas         |
| 19307   | Wyandotte                         | Kansas         |
| 1707    | Adair                             | Kentucky       |
| 1817    | Allen                             | Kentucky       |
| 1642    | Anderson                          | Kentucky       |
| 352     | Ballard                           | Kentucky       |
| 4106    | Barren                            | Kentucky       |
| 787     | Bath                              | Kentucky       |
| 2802    | Bell                              | Kentucky       |
| 13210   | Boone                             | Kentucky       |
| 1568    | Bourbon                           | Kentucky       |
| 4669    | Boyd                              | Kentucky       |
| 3176    | Boyle                             | Kentucky       |
| 529     | Bracken                           | Kentucky       |
| 932     | Breathitt                         | Kentucky       |
| 1112    | Breckinridge                      | Kentucky       |
| 6516    | Bullitt                           | Kentucky       |
| 1365    | Butler                            | Kentucky       |
| 1546    | Caldwell                          | Kentucky       |
| 3407    | Calloway                          | Kentucky       |
| 8228    | Campbell                          | Kentucky       |
| 438     | Carlisle                          | Kentucky       |
| 900     | Carroll                           | Kentucky       |
| 2034    | Carter                            | Kentucky       |
| 1291    | Casey                             | Kentucky       |
| 6254    | Christian                         | Kentucky       |
| 2445    | Clark                             | Kentucky       |
| 2463    | Clay                              | Kentucky       |
| 1405    | Clinton                           | Kentucky       |
| 573     | Crittenden                        | Kentucky       |
| 660     | Cumberland                        | Kentucky       |
| 9814    | Daviess                           | Kentucky       |
| 896     | Edmonson                          | Kentucky       |
| 940     | Elliott                           | Kentucky       |
| 983     | Estill                            | Kentucky       |
| 33023   | Fayette                           | Kentucky       |
| 1089    | Fleming                           | Kentucky       |
| 3082    | Floyd                             | Kentucky       |
| 3734    | Franklin                          | Kentucky       |
| 485     | Fulton                            | Kentucky       |
| 659     | Gallatin                          | Kentucky       |
| 1410    | Garrard                           | Kentucky       |
| 2261    | Grant                             | Kentucky       |
| 3980    | Graves                            | Kentucky       |
| 1977    | Grayson                           | Kentucky       |
| 1134    | Green                             | Kentucky       |
| 3349    | Greenup                           | Kentucky       |
| 807     | Hancock                           | Kentucky       |
| 8958    | Hardin                            | Kentucky       |
| 2424    | Harlan                            | Kentucky       |
| 1532    | Harrison                          | Kentucky       |
| 1848    | Hart                              | Kentucky       |
| 4347    | Henderson                         | Kentucky       |
| 1249    | Henry                             | Kentucky       |
| 331     | Hickman                           | Kentucky       |
| 3971    | Hopkins                           | Kentucky       |
| 1219    | Jackson                           | Kentucky       |
| 75148   | Jefferson                         | Kentucky       |
| 4235    | Jessamine                         | Kentucky       |
| 1825    | Johnson                           | Kentucky       |
| 15652   | Kenton                            | Kentucky       |
| 1070    | Knott                             | Kentucky       |
| 2981    | Knox                              | Kentucky       |
| 1235    | Larue                             | Kentucky       |
| 5941    | Laurel                            | Kentucky       |
| 1285    | Lawrence                          | Kentucky       |
| 1207    | Lee                               | Kentucky       |
| 817     | Leslie                            | Kentucky       |
| 1712    | Letcher                           | Kentucky       |
| 1102    | Lewis                             | Kentucky       |
| 2134    | Lincoln                           | Kentucky       |
| 772     | Livingston                        | Kentucky       |
| 2541    | Logan                             | Kentucky       |
| 913     | Lyon                              | Kentucky       |
| 8745    | Madison                           | Kentucky       |
| 881     | Magoffin                          | Kentucky       |
| 2169    | Marion                            | Kentucky       |
| 2575    | Marshall                          | Kentucky       |
| 949     | Martin                            | Kentucky       |
| 1470    | Mason                             | Kentucky       |
| 5875    | McCracken                         | Kentucky       |
| 1808    | McCreary                          | Kentucky       |
| 839     | McLean                            | Kentucky       |
| 1881    | Meade                             | Kentucky       |
| 414     | Menifee                           | Kentucky       |
| 2378    | Mercer                            | Kentucky       |
| 977     | Metcalfe                          | Kentucky       |
| 1249    | Monroe                            | Kentucky       |
| 2328    | Montgomery                        | Kentucky       |
| 2041    | Morgan                            | Kentucky       |
| 2786    | Muhlenberg                        | Kentucky       |
| 4633    | Nelson                            | Kentucky       |
| 467     | Nicholas                          | Kentucky       |
| 2379    | Ohio                              | Kentucky       |
| 7034    | Oldham                            | Kentucky       |
| 627     | Owen                              | Kentucky       |
| 441     | Owsley                            | Kentucky       |
| 955     | Pendleton                         | Kentucky       |
| 2394    | Perry                             | Kentucky       |
| 5206    | Pike                              | Kentucky       |
| 987     | Powell                            | Kentucky       |
| 5825    | Pulaski                           | Kentucky       |
| 193     | Robertson                         | Kentucky       |
| 1368    | Rockcastle                        | Kentucky       |
| 2013    | Rowan                             | Kentucky       |
| 1761    | Russell                           | Kentucky       |
| 4214    | Scott                             | Kentucky       |
| 4395    | Shelby                            | Kentucky       |
| 1704    | Simpson                           | Kentucky       |
| 1519    | Spencer                           | Kentucky       |
| 2830    | Taylor                            | Kentucky       |
| 1011    | Todd                              | Kentucky       |
| 1129    | Trigg                             | Kentucky       |
| 610     | Trimble                           | Kentucky       |
| 1277    | Union                             | Kentucky       |
| 14676   | Warren                            | Kentucky       |
| 1355    | Washington                        | Kentucky       |
| 2102    | Wayne                             | Kentucky       |
| 1170    | Webster                           | Kentucky       |
| 4305    | Whitley                           | Kentucky       |
| 442     | Wolfe                             | Kentucky       |
| 2002    | Woodford                          | Kentucky       |
| 6140    | Acadia                            | Louisiana      |
| 3014    | Allen                             | Louisiana      |
| 11074   | Ascension                         | Louisiana      |
| 2099    | Assumption                        | Louisiana      |
| 3948    | Avoyelles                         | Louisiana      |
| 2864    | Beauregard                        | Louisiana      |
| 1618    | Bienville                         | Louisiana      |
| 13071   | Bossier                           | Louisiana      |
| 24837   | Caddo                             | Louisiana      |
| 19822   | Calcasieu                         | Louisiana      |
| 1083    | Caldwell                          | Louisiana      |
| 555     | Cameron                           | Louisiana      |
| 1060    | Catahoula                         | Louisiana      |
| 1407    | Claiborne                         | Louisiana      |
| 1789    | Concordia                         | Louisiana      |
| 2655    | De Soto                           | Louisiana      |
| 36052   | East Baton Rouge                  | Louisiana      |
| 1114    | East Carroll                      | Louisiana      |
| 3029    | East Feliciana                    | Louisiana      |
| 3335    | Evangeline                        | Louisiana      |
| 2454    | Franklin                          | Louisiana      |
| 2022    | Grant                             | Louisiana      |
| 6515    | Iberia                            | Louisiana      |
| 3491    | Iberville                         | Louisiana      |
| 1798    | Jackson                           | Louisiana      |
| 44226   | Jefferson                         | Louisiana      |
| 2897    | Jefferson Davis                   | Louisiana      |
| 1429    | LaSalle                           | Louisiana      |
| 21729   | Lafayette                         | Louisiana      |
| 9215    | Lafourche                         | Louisiana      |
| 4243    | Lincoln                           | Louisiana      |
| 12478   | Livingston                        | Louisiana      |
| 1555    | Madison                           | Louisiana      |
| 2721    | Morehouse                         | Louisiana      |
| 3876    | Natchitoches                      | Louisiana      |
| 28710   | Orleans                           | Louisiana      |
| 17730   | Ouachita                          | Louisiana      |
| 2383    | Plaquemines                       | Louisiana      |
| 2373    | Pointe Coupee                     | Louisiana      |
| 11328   | Rapides                           | Louisiana      |
| 862     | Red River                         | Louisiana      |
| 2361    | Richland                          | Louisiana      |
| 2795    | Sabine                            | Louisiana      |
| 3794    | St. Bernard                       | Louisiana      |
| 5158    | St. Charles                       | Louisiana      |
| 885     | St. Helena                        | Louisiana      |
| 1859    | St. James                         | Louisiana      |
| 3554    | St. John the Baptist              | Louisiana      |
| 8350    | St. Landry                        | Louisiana      |
| 4873    | St. Martin                        | Louisiana      |
| 4193    | St. Mary                          | Louisiana      |
| 24400   | St. Tammany                       | Louisiana      |
| 12086   | Tangipahoa                        | Louisiana      |
| 357     | Tensas                            | Louisiana      |
| 9637    | Terrebonne                        | Louisiana      |
| 2307    | Union                             | Louisiana      |
| 4914    | Vermilion                         | Louisiana      |
| 2899    | Vernon                            | Louisiana      |
| 4130    | Washington                        | Louisiana      |
| 3946    | Webster                           | Louisiana      |
| 2534    | West Baton Rouge                  | Louisiana      |
| 1165    | West Carroll                      | Louisiana      |
| 1121    | West Feliciana                    | Louisiana      |
| 1476    | Winn                              | Louisiana      |
| 4896    | Androscoggin                      | Maine          |
| 1295    | Aroostook                         | Maine          |
| 12857   | Cumberland                        | Maine          |
| 917     | Franklin                          | Maine          |
| 940     | Hancock                           | Maine          |
| 3743    | Kennebec                          | Maine          |
| 669     | Knox                              | Maine          |
| 594     | Lincoln                           | Maine          |
| 2273    | Oxford                            | Maine          |
| 4051    | Penobscot                         | Maine          |
| 328     | Piscataquis                       | Maine          |
| 894     | Sagadahoc                         | Maine          |
| 1265    | Somerset                          | Maine          |
| 606     | Waldo                             | Maine          |
| 726     | Washington                        | Maine          |
| 9733    | York                              | Maine          |
| 6422    | Allegany                          | Maryland       |
| 36345   | Anne Arundel                      | Maryland       |
| 51764   | Baltimore                         | Maryland       |
| 40913   | Baltimore city                    | Maryland       |
| 3702    | Calvert                           | Maryland       |
| 2058    | Caroline                          | Maryland       |
| 7666    | Carroll                           | Maryland       |
| 5061    | Cecil                             | Maryland       |
| 9076    | Charles                           | Maryland       |
| 2376    | Dorchester                        | Maryland       |
| 17205   | Frederick                         | Maryland       |
| 1848    | Garrett                           | Maryland       |
| 12704   | Harford                           | Maryland       |
| 16094   | Howard                            | Maryland       |
| 1141    | Kent                              | Maryland       |
| 64032   | Montgomery                        | Maryland       |
| 74356   | Prince George's                   | Maryland       |
| 2602    | Queen Anne's                      | Maryland       |
| 2401    | Somerset                          | Maryland       |
| 5201    | St. Mary's                        | Maryland       |
| 1907    | Talbot                            | Maryland       |
| 12522   | Washington                        | Maryland       |
| 6821    | Wicomico                          | Maryland       |
| 3284    | Worcester                         | Maryland       |
| 10329   | Barnstable                        | Massachusetts  |
| 4901    | Berkshire                         | Massachusetts  |
| 56404   | Bristol                           | Massachusetts  |
| 875     | Dukes                             | Massachusetts  |
| 84740   | Essex                             | Massachusetts  |
| 2016    | Franklin                          | Massachusetts  |
| 42626   | Hampden                           | Massachusetts  |
| 7645    | Hampshire                         | Massachusetts  |
| 113553  | Middlesex                         | Massachusetts  |
| 1182    | Nantucket                         | Massachusetts  |
| 46319   | Norfolk                           | Massachusetts  |
| 40952   | Plymouth                          | Massachusetts  |
| 79597   | Suffolk                           | Massachusetts  |
| 66482   | Worcester                         | Massachusetts  |
| 433     | Alcona                            | Michigan       |
| 584     | Alger                             | Michigan       |
| 7405    | Allegan                           | Michigan       |
| 1502    | Alpena                            | Michigan       |
| 1177    | Antrim                            | Michigan       |
| 767     | Arenac                            | Michigan       |
| 778     | Baraga                            | Michigan       |
| 3821    | Barry                             | Michigan       |
| 7549    | Bay                               | Michigan       |
| 931     | Benzie                            | Michigan       |
| 11732   | Berrien                           | Michigan       |
| 4624    | Branch                            | Michigan       |
| 9822    | Calhoun                           | Michigan       |
| 4089    | Cass                              | Michigan       |
| 1285    | Charlevoix                        | Michigan       |
| 1033    | Cheboygan                         | Michigan       |
| 4891    | Chippewa                          | Michigan       |
| 1626    | Clare                             | Michigan       |
| 5098    | Clinton                           | Michigan       |
| 607     | Crawford                          | Michigan       |
| 3157    | Delta                             | Michigan       |
| 2373    | Dickinson                         | Michigan       |
| 6407    | Eaton                             | Michigan       |
| 1840    | Emmet                             | Michigan       |
| 26111   | Genesee                           | Michigan       |
| 1500    | Gladwin                           | Michigan       |
| 1289    | Gogebic                           | Michigan       |
| 4368    | Grand Traverse                    | Michigan       |
| 5684    | Gratiot                           | Michigan       |
| 3392    | Hillsdale                         | Michigan       |
| 2686    | Houghton                          | Michigan       |
| 2203    | Huron                             | Michigan       |
| 16689   | Ingham                            | Michigan       |
| 7106    | Ionia                             | Michigan       |
| 1282    | Iosco                             | Michigan       |
| 929     | Iron                              | Michigan       |
| 4062    | Isabella                          | Michigan       |
| 14361   | Jackson                           | Michigan       |
| 15274   | Kalamazoo                         | Michigan       |
| 634     | Kalkaska                          | Michigan       |
| 52310   | Kent                              | Michigan       |
| 145     | Keweenaw                          | Michigan       |
| 368     | Lake                              | Michigan       |
| 5704    | Lapeer                            | Michigan       |
| 890     | Leelanau                          | Michigan       |
| 7878    | Lenawee                           | Michigan       |
| 10586   | Livingston                        | Michigan       |
| 1087    | Luce                              | Michigan       |
| 448     | Mackinac                          | Michigan       |
| 60588   | Macomb                            | Michigan       |
| 1535    | Manistee                          | Michigan       |
| 4830    | Marquette                         | Michigan       |
| 1250    | Mason                             | Michigan       |
| 2043    | Mecosta                           | Michigan       |
| 1882    | Menominee                         | Michigan       |
| 5088    | Midland                           | Michigan       |
| 813     | Missaukee                         | Michigan       |
| 10008   | Monroe                            | Michigan       |
| 5671    | Montcalm                          | Michigan       |
| 370     | Montmorency                       | Michigan       |
| 12730   | Muskegon                          | Michigan       |
| 2929    | Newaygo                           | Michigan       |
| 75863   | Oakland                           | Michigan       |
| 1889    | Oceana                            | Michigan       |
| 1117    | Ogemaw                            | Michigan       |
| 413     | Ontonagon                         | Michigan       |
| 1070    | Osceola                           | Michigan       |
| 401     | Oscoda                            | Michigan       |
| 1403    | Otsego                            | Michigan       |
| 22619   | Ottawa                            | Michigan       |
| 668     | Presque Isle                      | Michigan       |
| 1188    | Roscommon                         | Michigan       |
| 16159   | Saginaw                           | Michigan       |
| 2155    | Sanilac                           | Michigan       |
| 260     | Schoolcraft                       | Michigan       |
| 3894    | Shiawassee                        | Michigan       |
| 8904    | St. Clair                         | Michigan       |
| 4788    | St. Joseph                        | Michigan       |
| 3293    | Tuscola                           | Michigan       |
| 5033    | Van Buren                         | Michigan       |
| 19548   | Washtenaw                         | Michigan       |
| 103587  | Wayne                             | Michigan       |
| 1481    | Wexford                           | Michigan       |
| 1192    | Aitkin                            | Minnesota      |
| 33545   | Anoka                             | Minnesota      |
| 3151    | Becker                            | Minnesota      |
| 3391    | Beltrami                          | Minnesota      |
| 4518    | Benton                            | Minnesota      |
| 517     | Big Stone                         | Minnesota      |
| 6044    | Blue Earth                        | Minnesota      |
| 2491    | Brown                             | Minnesota      |
| 3006    | Carlton                           | Minnesota      |
| 7909    | Carver                            | Minnesota      |
| 2214    | Cass                              | Minnesota      |
| 1370    | Chippewa                          | Minnesota      |
| 5029    | Chisago                           | Minnesota      |
| 6962    | Clay                              | Minnesota      |
| 720     | Clearwater                        | Minnesota      |
| 119     | Cook                              | Minnesota      |
| 1361    | Cottonwood                        | Minnesota      |
| 5236    | Crow Wing                         | Minnesota      |
| 36714   | Dakota                            | Minnesota      |
| 1546    | Dodge                             | Minnesota      |
| 3950    | Douglas                           | Minnesota      |
| 1250    | Faribault                         | Minnesota      |
| 1402    | Fillmore                          | Minnesota      |
| 2871    | Freeborn                          | Minnesota      |
| 3901    | Goodhue                           | Minnesota      |
| 492     | Grant                             | Minnesota      |
| 101682  | Hennepin                          | Minnesota      |
| 1582    | Houston                           | Minnesota      |
| 1610    | Hubbard                           | Minnesota      |
| 3100    | Isanti                            | Minnesota      |
| 3153    | Itasca                            | Minnesota      |
| 947     | Jackson                           | Minnesota      |
| 1091    | Kanabec                           | Minnesota      |
| 5822    | Kandiyohi                         | Minnesota      |
| 411     | Kittson                           | Minnesota      |
| 621     | Koochiching                       | Minnesota      |
| 688     | Lac qui Parle                     | Minnesota      |
| 743     | Lake                              | Minnesota      |
| 223     | Lake of the Woods                 | Minnesota      |
| 2386    | Le Sueur                          | Minnesota      |
| 512     | Lincoln                           | Minnesota      |
| 3140    | Lyon                              | Minnesota      |
| 443     | Mahnomen                          | Minnesota      |
| 787     | Marshall                          | Minnesota      |
| 1908    | Martin                            | Minnesota      |
| 3419    | McLeod                            | Minnesota      |
| 2085    | Meeker                            | Minnesota      |
| 2300    | Mille Lacs                        | Minnesota      |
| 3281    | Morrison                          | Minnesota      |
| 4119    | Mower                             | Minnesota      |
| 954     | Murray                            | Minnesota      |
| 2633    | Nicollet                          | Minnesota      |
| 3873    | Nobles                            | Minnesota      |
| 480     | Norman                            | Minnesota      |
| 11878   | Olmsted                           | Minnesota      |
| 4871    | Otter Tail                        | Minnesota      |
| 1398    | Pennington                        | Minnesota      |
| 2836    | Pine                              | Minnesota      |
| 1019    | Pipestone                         | Minnesota      |
| 3453    | Polk                              | Minnesota      |
| 818     | Pope                              | Minnesota      |
| 43388   | Ramsey                            | Minnesota      |
| 362     | Red Lake                          | Minnesota      |
| 1471    | Redwood                           | Minnesota      |
| 1529    | Renville                          | Minnesota      |
| 6786    | Rice                              | Minnesota      |
