mysql root@(none):covid_data> select c.`County_ID`, c.`Name`, c.`Never_Mask`, c.`Rarely_Mask` from `County` as c having (c.`Never_Mask` + c.`Rarely_Mask`) < 0.1;
+-----------+----------------------------+------------+-------------+
| County_ID | Name                       | Never_Mask | Rarely_Mask |
| 36101     | Steuben                    | 0.036      | 0.031       |
| 36103     | Suffolk                    | 0.040      | 0.019       |
| 36105     | Sullivan                   | 0.024      | 0.030       |
| 36107     | Tioga                      | 0.019      | 0.011       |
| 36109     | Tompkins                   | 0.012      | 0.010       |
| 36111     | Ulster                     | 0.014      | 0.023       |
| 36113     | Warren                     | 0.026      | 0.018       |
| 36115     | Washington                 | 0.026      | 0.027       |
| 36117     | Wayne                      | 0.001      | 0.016       |
| 36119     | Westchester                | 0.025      | 0.018       |
| 36121     | Wyoming                    | 0.001      | 0.024       |
| 36123     | Yates                      | 0.000      | 0.006       |
| 37003     | Alexander                  | 0.027      | 0.023       |
| 37017     | Bladen                     | 0.073      | 0.023       |
| 37019     | Brunswick                  | 0.024      | 0.018       |
| 37021     | Buncombe                   | 0.009      | 0.023       |
| 37025     | Cabarrus                   | 0.040      | 0.022       |
| 37027     | Caldwell                   | 0.028      | 0.031       |
| 37031     | Carteret                   | 0.010      | 0.067       |
| 37033     | Caswell                    | 0.060      | 0.035       |
| 37037     | Chatham                    | 0.007      | 0.025       |
| 37041     | Chowan                     | 0.044      | 0.011       |
| 37051     | Cumberland                 | 0.028      | 0.047       |
| 37055     | Dare                       | 0.028      | 0.005       |
| 37063     | Durham                     | 0.017      | 0.014       |
| 37065     | Edgecombe                  | 0.021      | 0.037       |
| 37067     | Forsyth                    | 0.020      | 0.022       |
| 37069     | Franklin                   | 0.038      | 0.030       |
| 37073     | Gates                      | 0.008      | 0.022       |
| 37077     | Granville                  | 0.042      | 0.033       |
| 37081     | Guilford                   | 0.040      | 0.055       |
| 37083     | Halifax                    | 0.014      | 0.007       |
| 37089     | Henderson                  | 0.014      | 0.028       |
| 37091     | Hertford                   | 0.020      | 0.007       |
| 37093     | Hoke                       | 0.009      | 0.047       |
| 37101     | Johnston                   | 0.032      | 0.022       |
| 37115     | Madison                    | 0.016      | 0.034       |
| 37119     | Mecklenburg                | 0.029      | 0.037       |
| 37123     | Montgomery                 | 0.027      | 0.056       |
| 37127     | Nash                       | 0.044      | 0.032       |
| 37129     | New Hanover                | 0.019      | 0.032       |
| 37131     | Northampton                | 0.017      | 0.003       |
| 37133     | Onslow                     | 0.039      | 0.039       |
| 37135     | Orange                     | 0.010      | 0.020       |
| 37137     | Pamlico                    | 0.036      | 0.057       |
| 37139     | Pasquotank                 | 0.067      | 0.021       |
| 37141     | Pender                     | 0.050      | 0.035       |
| 37143     | Perquimans                 | 0.036      | 0.014       |
| 37145     | Person                     | 0.010      | 0.008       |
| 37147     | Pitt                       | 0.034      | 0.065       |
| 37153     | Richmond                   | 0.050      | 0.039       |
| 37155     | Robeson                    | 0.062      | 0.031       |
| 37163     | Sampson                    | 0.006      | 0.005       |
| 37169     | Stokes                     | 0.015      | 0.034       |
| 37171     | Surry                      | 0.019      | 0.041       |
| 37175     | Transylvania               | 0.025      | 0.013       |
| 37177     | Tyrrell                    | 0.054      | 0.016       |
| 37181     | Vance                      | 0.042      | 0.031       |
| 37183     | Wake                       | 0.015      | 0.020       |
| 37185     | Warren                     | 0.027      | 0.024       |
| 37189     | Watauga                    | 0.062      | 0.010       |
| 37191     | Wayne                      | 0.017      | 0.018       |
| 37195     | Wilson                     | 0.013      | 0.067       |
| 37199     | Yancey                     | 0.028      | 0.019       |
| 39023     | Clark                      | 0.066      | 0.027       |
| 39035     | Cuyahoga                   | 0.042      | 0.052       |
| 39041     | Delaware                   | 0.018      | 0.081       |
| 39049     | Franklin                   | 0.042      | 0.054       |
| 39051     | Fulton                     | 0.029      | 0.046       |
| 39055     | Geauga                     | 0.030      | 0.057       |
| 39123     | Ottawa                     | 0.052      | 0.035       |
| 39173     | Wood                       | 0.029      | 0.061       |
| 40083     | Logan                      | 0.030      | 0.027       |
| 40123     | Pontotoc                   | 0.029      | 0.033       |
| 40125     | Pottawatomie               | 0.042      | 0.052       |
| 41003     | Benton                     | 0.007      | 0.007       |
| 41005     | Clackamas                  | 0.016      | 0.024       |
| 41007     | Clatsop                    | 0.052      | 0.027       |
| 41009     | Columbia                   | 0.048      | 0.015       |
| 41013     | Crook                      | 0.019      | 0.075       |
| 41015     | Curry                      | 0.025      | 0.058       |
| 41017     | Deschutes                  | 0.010      | 0.061       |
| 41021     | Gilliam                    | 0.008      | 0.003       |
| 41023     | Grant                      | 0.014      | 0.062       |
| 41031     | Jefferson                  | 0.018      | 0.062       |
| 41033     | Josephine                  | 0.028      | 0.056       |
| 41037     | Lake                       | 0.050      | 0.017       |
| 41039     | Lane                       | 0.031      | 0.036       |
| 41041     | Lincoln                    | 0.001      | 0.012       |
| 41043     | Linn                       | 0.057      | 0.025       |
| 41047     | Marion                     | 0.029      | 0.013       |
| 41049     | Morrow                     | 0.026      | 0.004       |
| 41051     | Multnomah                  | 0.013      | 0.016       |
| 41053     | Polk                       | 0.013      | 0.022       |
| 41055     | Sherman                    | 0.008      | 0.014       |
| 41059     | Umatilla                   | 0.043      | 0.010       |
| 41065     | Wasco                      | 0.019      | 0.034       |
| 41067     | Washington                 | 0.006      | 0.009       |
| 41069     | Wheeler                    | 0.023      | 0.070       |
| 41071     | Yamhill                    | 0.021      | 0.035       |
| 42001     | Adams                      | 0.039      | 0.034       |
| 42003     | Allegheny                  | 0.017      | 0.022       |
| 42007     | Beaver                     | 0.015      | 0.023       |
| 42011     | Berks                      | 0.036      | 0.012       |
| 42015     | Bradford                   | 0.042      | 0.017       |
| 42017     | Bucks                      | 0.014      | 0.018       |
| 42019     | Butler                     | 0.035      | 0.062       |
| 42021     | Cambria                    | 0.026      | 0.062       |
| 42025     | Carbon                     | 0.013      | 0.062       |
| 42027     | Centre                     | 0.017      | 0.013       |
| 42029     | Chester                    | 0.006      | 0.022       |
| 42031     | Clarion                    | 0.057      | 0.030       |
| 42035     | Clinton                    | 0.014      | 0.024       |
| 42037     | Columbia                   | 0.020      | 0.046       |
| 42039     | Crawford                   | 0.024      | 0.016       |
| 42041     | Cumberland                 | 0.031      | 0.032       |
| 42043     | Dauphin                    | 0.032      | 0.023       |
| 42045     | Delaware                   | 0.010      | 0.010       |
| 42047     | Elk                        | 0.055      | 0.016       |
| 42049     | Erie                       | 0.016      | 0.025       |
| 42053     | Forest                     | 0.016      | 0.008       |
| 42055     | Franklin                   | 0.023      | 0.040       |
| 42063     | Indiana                    | 0.015      | 0.047       |
| 42069     | Lackawanna                 | 0.007      | 0.006       |
| 42071     | Lancaster                  | 0.037      | 0.013       |
| 42075     | Lebanon                    | 0.026      | 0.008       |
| 42077     | Lehigh                     | 0.014      | 0.004       |
| 42079     | Luzerne                    | 0.016      | 0.024       |
| 42083     | McKean                     | 0.012      | 0.004       |
| 42085     | Mercer                     | 0.028      | 0.044       |
| 42089     | Monroe                     | 0.019      | 0.047       |
| 42091     | Montgomery                 | 0.016      | 0.019       |
| 42093     | Montour                    | 0.042      | 0.022       |
| 42095     | Northampton                | 0.015      | 0.012       |
| 42097     | Northumberland             | 0.064      | 0.013       |
| 42099     | Perry                      | 0.035      | 0.017       |
| 42101     | Philadelphia               | 0.023      | 0.012       |
| 42103     | Pike                       | 0.010      | 0.013       |
| 42105     | Potter                     | 0.061      | 0.011       |
| 42107     | Schuylkill                 | 0.066      | 0.002       |
| 42109     | Snyder                     | 0.062      | 0.036       |
| 42111     | Somerset                   | 0.041      | 0.040       |
| 42113     | Sullivan                   | 0.025      | 0.035       |
| 42115     | Susquehanna                | 0.046      | 0.029       |
| 42121     | Venango                    | 0.004      | 0.015       |
| 42123     | Warren                     | 0.009      | 0.019       |
| 42125     | Washington                 | 0.052      | 0.020       |
| 42127     | Wayne                      | 0.004      | 0.009       |
| 42129     | Westmoreland               | 0.017      | 0.070       |
| 42131     | Wyoming                    | 0.035      | 0.008       |
| 42133     | York                       | 0.018      | 0.024       |
| 44001     | Bristol                    | 0.007      | 0.003       |
| 44003     | Kent                       | 0.016      | 0.003       |
| 44005     | Newport                    | 0.004      | 0.006       |
| 44007     | Providence                 | 0.022      | 0.014       |
| 44009     | Washington                 | 0.012      | 0.022       |
| 45013     | Beaufort                   | 0.038      | 0.027       |
| 45019     | Charleston                 | 0.036      | 0.059       |
| 45039     | Fairfield                  | 0.046      | 0.032       |
| 45043     | Georgetown                 | 0.040      | 0.014       |
| 45055     | Kershaw                    | 0.062      | 0.019       |
| 45063     | Lexington                  | 0.044      | 0.038       |
| 45079     | Richland                   | 0.030      | 0.016       |
| 45089     | Williamsburg               | 0.034      | 0.057       |
| 47021     | Cheatham                   | 0.018      | 0.067       |
| 47037     | Davidson                   | 0.020      | 0.037       |
| 47047     | Fayette                    | 0.022      | 0.001       |
| 47069     | Hardeman                   | 0.035      | 0.056       |
| 47093     | Knox                       | 0.036      | 0.032       |
| 47157     | Shelby                     | 0.034      | 0.025       |
| 47171     | Unicoi                     | 0.049      | 0.041       |
| 47187     | Williamson                 | 0.019      | 0.073       |
| 48007     | Aransas                    | 0.006      | 0.005       |
| 48013     | Atascosa                   | 0.001      | 0.010       |
| 48015     | Austin                     | 0.006      | 0.024       |
| 48019     | Bandera                    | 0.073      | 0.018       |
| 48021     | Bastrop                    | 0.007      | 0.020       |
| 48025     | Bee                        | 0.001      | 0.003       |
| 48027     | Bell                       | 0.010      | 0.035       |
| 48029     | Bexar                      | 0.015      | 0.016       |
| 48031     | Blanco                     | 0.005      | 0.019       |
| 48039     | Brazoria                   | 0.021      | 0.042       |
| 48041     | Brazos                     | 0.012      | 0.038       |
| 48043     | Brewster                   | 0.011      | 0.012       |
| 48047     | Brooks                     | 0.061      | 0.004       |
| 48051     | Burleson                   | 0.020      | 0.072       |
| 48053     | Burnet                     | 0.031      | 0.039       |
| 48055     | Caldwell                   | 0.001      | 0.001       |
| 48057     | Calhoun                    | 0.019      | 0.028       |
| 48061     | Cameron                    | 0.035      | 0.061       |
| 48063     | Camp                       | 0.017      | 0.064       |
| 48081     | Coke                       | 0.039      | 0.056       |
| 48085     | Collin                     | 0.021      | 0.026       |
| 48089     | Colorado                   | 0.004      | 0.044       |
| 48091     | Comal                      | 0.007      | 0.044       |
| 48095     | Concho                     | 0.012      | 0.029       |
| 48099     | Coryell                    | 0.015      | 0.027       |
| 48105     | Crockett                   | 0.026      | 0.071       |
| 48113     | Dallas                     | 0.024      | 0.019       |
| 48115     | Dawson                     | 0.030      | 0.023       |
| 48121     | Denton                     | 0.016      | 0.025       |
| 48123     | DeWitt                     | 0.003      | 0.019       |
| 48127     | Dimmit                     | 0.021      | 0.059       |
| 48137     | Edwards                    | 0.016      | 0.047       |
| 48139     | Ellis                      | 0.027      | 0.017       |
| 48141     | El Paso                    | 0.007      | 0.007       |
| 48145     | Falls                      | 0.009      | 0.029       |
| 48149     | Fayette                    | 0.006      | 0.050       |
| 48157     | Fort Bend                  | 0.024      | 0.030       |
| 48159     | Franklin                   | 0.013      | 0.055       |
| 48167     | Galveston                  | 0.033      | 0.037       |
| 48175     | Goliad                     | 0.001      | 0.025       |
| 48177     | Gonzales                   | 0.001      | 0.001       |
| 48185     | Grimes                     | 0.025      | 0.047       |
| 48187     | Guadalupe                  | 0.027      | 0.022       |
| 48199     | Hardin                     | 0.021      | 0.054       |
| 48201     | Harris                     | 0.019      | 0.024       |
| 48209     | Hays                       | 0.000      | 0.007       |
| 48215     | Hidalgo                    | 0.055      | 0.003       |
| 48223     | Hopkins                    | 0.054      | 0.026       |
| 48229     | Hudspeth                   | 0.013      | 0.003       |
| 48235     | Irion                      | 0.009      | 0.047       |
| 48237     | Jack                       | 0.009      | 0.018       |
| 48239     | Jackson                    | 0.020      | 0.062       |
| 48241     | Jasper                     | 0.040      | 0.055       |
| 48243     | Jeff Davis                 | 0.009      | 0.005       |
| 48247     | Jim Hogg                   | 0.071      | 0.003       |
| 48249     | Jim Wells                  | 0.057      | 0.007       |
| 48255     | Karnes                     | 0.000      | 0.001       |
| 48259     | Kendall                    | 0.002      | 0.059       |
| 48261     | Kenedy                     | 0.040      | 0.010       |
| 48271     | Kinney                     | 0.004      | 0.059       |
| 48273     | Kleberg                    | 0.063      | 0.015       |
| 48281     | Lampasas                   | 0.024      | 0.019       |
| 48285     | Lavaca                     | 0.008      | 0.029       |
| 48291     | Liberty                    | 0.019      | 0.034       |
| 48293     | Limestone                  | 0.005      | 0.086       |
| 48297     | Live Oak                   | 0.005      | 0.003       |
| 48307     | McCulloch                  | 0.031      | 0.053       |
| 48309     | McLennan                   | 0.022      | 0.049       |
| 48311     | McMullen                   | 0.043      | 0.002       |
| 48313     | Madison                    | 0.065      | 0.032       |
| 48321     | Matagorda                  | 0.004      | 0.051       |
| 48323     | Maverick                   | 0.005      | 0.091       |
| 48325     | Medina                     | 0.006      | 0.017       |
| 48327     | Menard                     | 0.013      | 0.048       |
| 48331     | Milam                      | 0.006      | 0.019       |
| 48349     | Navarro                    | 0.006      | 0.024       |
| 48355     | Nueces                     | 0.024      | 0.034       |
| 48363     | Palo Pinto                 | 0.027      | 0.023       |
| 48365     | Panola                     | 0.027      | 0.033       |
| 48367     | Parker                     | 0.020      | 0.048       |
| 48377     | Presidio                   | 0.003      | 0.003       |
| 48385     | Real                       | 0.030      | 0.065       |
| 48391     | Refugio                    | 0.002      | 0.011       |
| 48395     | Robertson                  | 0.014      | 0.041       |
| 48397     | Rockwall                   | 0.033      | 0.041       |
| 48399     | Runnels                    | 0.033      | 0.039       |
| 48401     | Rusk                       | 0.038      | 0.040       |
| 48407     | San Jacinto                | 0.009      | 0.064       |
| 48409     | San Patricio               | 0.015      | 0.020       |
| 48413     | Schleicher                 | 0.002      | 0.029       |
| 48419     | Shelby                     | 0.025      | 0.035       |
| 48427     | Starr                      | 0.039      | 0.008       |
| 48435     | Sutton                     | 0.009      | 0.042       |
| 48439     | Tarrant                    | 0.023      | 0.034       |
| 48443     | Terrell                    | 0.021      | 0.061       |
| 48451     | Tom Green                  | 0.007      | 0.038       |
| 48453     | Travis                     | 0.015      | 0.008       |
| 48457     | Tyler                      | 0.021      | 0.066       |
| 48463     | Uvalde                     | 0.014      | 0.022       |
| 48465     | Val Verde                  | 0.003      | 0.050       |
| 48469     | Victoria                   | 0.008      | 0.039       |
| 48471     | Walker                     | 0.029      | 0.058       |
| 48473     | Waller                     | 0.016      | 0.060       |
| 48477     | Washington                 | 0.020      | 0.031       |
| 48479     | Webb                       | 0.033      | 0.000       |
| 48481     | Wharton                    | 0.011      | 0.072       |
| 48489     | Willacy                    | 0.034      | 0.015       |
| 48491     | Williamson                 | 0.016      | 0.033       |
| 48493     | Wilson                     | 0.000      | 0.003       |
| 48505     | Zapata                     | 0.047      | 0.001       |
| 49011     | Davis                      | 0.035      | 0.055       |
| 49035     | Salt Lake                  | 0.028      | 0.032       |
| 49053     | Washington                 | 0.034      | 0.056       |
| 50001     | Addison                    | 0.029      | 0.045       |
| 50003     | Bennington                 | 0.028      | 0.058       |
| 50013     | Grand Isle                 | 0.031      | 0.039       |
| 50021     | Rutland                    | 0.031      | 0.037       |
| 51001     | Accomack                   | 0.001      | 0.019       |
| 51003     | Albemarle                  | 0.023      | 0.022       |
| 51007     | Amelia                     | 0.013      | 0.069       |
| 51009     | Amherst                    | 0.064      | 0.033       |
| 51011     | Appomattox                 | 0.063      | 0.018       |
| 51013     | Arlington                  | 0.010      | 0.018       |
| 51015     | Augusta                    | 0.029      | 0.037       |
| 51025     | Brunswick                  | 0.006      | 0.003       |
| 51029     | Buckingham                 | 0.020      | 0.010       |
| 51033     | Caroline                   | 0.047      | 0.032       |
| 51036     | Charles City               | 0.017      | 0.020       |
| 51041     | Chesterfield               | 0.026      | 0.030       |
| 51043     | Clarke                     | 0.013      | 0.036       |
| 51045     | Craig                      | 0.017      | 0.022       |
| 51049     | Cumberland                 | 0.012      | 0.055       |
| 51053     | Dinwiddie                  | 0.022      | 0.016       |
| 51057     | Essex                      | 0.016      | 0.081       |
| 51059     | Fairfax                    | 0.018      | 0.016       |
| 51061     | Fauquier                   | 0.040      | 0.013       |
| 51065     | Fluvanna                   | 0.037      | 0.014       |
| 51069     | Frederick                  | 0.026      | 0.048       |
| 51073     | Gloucester                 | 0.003      | 0.004       |
| 51075     | Goochland                  | 0.034      | 0.043       |
| 51079     | Greene                     | 0.011      | 0.038       |
| 51081     | Greensville                | 0.014      | 0.002       |
| 51085     | Hanover                    | 0.043      | 0.052       |
| 51087     | Henrico                    | 0.040      | 0.037       |
| 51093     | Isle of Wight              | 0.039      | 0.055       |
| 51095     | James City                 | 0.006      | 0.008       |
| 51097     | King and Queen             | 0.007      | 0.041       |
| 51101     | King William               | 0.012      | 0.072       |
| 51103     | Lancaster                  | 0.001      | 0.022       |
| 51107     | Loudoun                    | 0.014      | 0.012       |
| 51109     | Louisa                     | 0.025      | 0.045       |
| 51111     | Lunenburg                  | 0.068      | 0.006       |
| 51115     | Mathews                    | 0.001      | 0.001       |
| 51117     | Mecklenburg                | 0.063      | 0.022       |
| 51119     | Middlesex                  | 0.001      | 0.004       |
| 51121     | Montgomery                 | 0.056      | 0.042       |
| 51125     | Nelson                     | 0.011      | 0.015       |
| 51127     | New Kent                   | 0.008      | 0.035       |
| 51131     | Northampton                | 0.001      | 0.037       |
| 51133     | Northumberland             | 0.017      | 0.038       |
| 51135     | Nottoway                   | 0.044      | 0.014       |
| 51139     | Page                       | 0.025      | 0.052       |
| 51147     | Prince Edward              | 0.059      | 0.009       |
| 51149     | Prince George              | 0.033      | 0.033       |
| 51153     | Prince William             | 0.047      | 0.027       |
| 51157     | Rappahannock               | 0.023      | 0.019       |
| 51159     | Richmond                   | 0.015      | 0.070       |
| 51165     | Rockingham                 | 0.034      | 0.062       |
| 51171     | Shenandoah                 | 0.023      | 0.039       |
| 51175     | Southampton                | 0.019      | 0.013       |
| 51177     | Spotsylvania               | 0.050      | 0.019       |
| 51179     | Stafford                   | 0.045      | 0.035       |
| 51181     | Surry                      | 0.006      | 0.021       |
| 51183     | Sussex                     | 0.012      | 0.012       |
| 51187     | Warren                     | 0.027      | 0.017       |
| 51199     | York                       | 0.006      | 0.021       |
| 51510     | Alexandria city            | 0.032      | 0.020       |
| 51540     | Charlottesville city       | 0.023      | 0.019       |
| 51550     | Chesapeake city            | 0.018      | 0.025       |
| 51570     | Colonial Heights city      | 0.044      | 0.045       |
| 51595     | Emporia city               | 0.015      | 0.001       |
| 51600     | Fairfax city               | 0.025      | 0.015       |
| 51610     | Falls Church city          | 0.007      | 0.033       |
| 51620     | Franklin city              | 0.010      | 0.027       |
| 51630     | Fredericksburg city        | 0.038      | 0.007       |
| 51650     | Hampton city               | 0.008      | 0.025       |
| 51660     | Harrisonburg city          | 0.029      | 0.066       |
| 51670     | Hopewell city              | 0.038      | 0.038       |
| 51683     | Manassas city              | 0.033      | 0.023       |
| 51685     | Manassas Park city         | 0.071      | 0.025       |
| 51700     | Newport News city          | 0.010      | 0.038       |
| 51710     | Norfolk city               | 0.004      | 0.030       |
| 51720     | Norton city                | 0.017      | 0.056       |
| 51730     | Petersburg city            | 0.034      | 0.033       |
| 51735     | Poquoson city              | 0.004      | 0.014       |
| 51740     | Portsmouth city            | 0.000      | 0.019       |
| 51760     | Richmond city              | 0.060      | 0.031       |
| 51790     | Staunton city              | 0.027      | 0.039       |
| 51800     | Suffolk city               | 0.007      | 0.048       |
| 51810     | Virginia Beach city        | 0.017      | 0.041       |
| 51820     | Waynesboro city            | 0.027      | 0.028       |
| 51830     | Williamsburg city          | 0.005      | 0.009       |
| 51840     | Winchester city            | 0.025      | 0.056       |
| 53003     | Asotin                     | 0.014      | 0.029       |
| 53005     | Benton                     | 0.084      | 0.011       |
| 53009     | Clallam                    | 0.001      | 0.000       |
| 53011     | Clark                      | 0.020      | 0.021       |
| 53015     | Cowlitz                    | 0.041      | 0.020       |
| 53023     | Garfield                   | 0.031      | 0.029       |
| 53025     | Grant                      | 0.032      | 0.052       |
| 53027     | Grays Harbor               | 0.030      | 0.009       |
| 53029     | Island                     | 0.015      | 0.009       |
| 53031     | Jefferson                  | 0.011      | 0.000       |
| 53033     | King                       | 0.016      | 0.020       |
| 53035     | Kitsap                     | 0.024      | 0.003       |
| 53039     | Klickitat                  | 0.038      | 0.029       |
| 53045     | Mason                      | 0.011      | 0.024       |
| 53049     | Pacific                    | 0.082      | 0.016       |
| 53053     | Pierce                     | 0.028      | 0.057       |
| 53055     | San Juan                   | 0.015      | 0.004       |
| 53059     | Skamania                   | 0.019      | 0.048       |
| 53061     | Snohomish                  | 0.017      | 0.014       |
| 53063     | Spokane                    | 0.033      | 0.057       |
| 53065     | Stevens                    | 0.050      | 0.039       |
| 53067     | Thurston                   | 0.022      | 0.051       |
| 53073     | Whatcom                    | 0.042      | 0.028       |
| 53075     | Whitman                    | 0.002      | 0.009       |
| 53077     | Yakima                     | 0.012      | 0.035       |
| 54027     | Hampshire                  | 0.021      | 0.035       |
| 54037     | Jefferson                  | 0.041      | 0.038       |
| 54057     | Mineral                    | 0.033      | 0.016       |
| 54077     | Preston                    | 0.057      | 0.028       |
| 55025     | Dane                       | 0.017      | 0.020       |
| 55029     | Door                       | 0.021      | 0.030       |
| 55031     | Douglas                    | 0.044      | 0.042       |
| 55051     | Iron                       | 0.040      | 0.052       |
| 55061     | Kewaunee                   | 0.033      | 0.035       |
| 55125     | Vilas                      | 0.051      | 0.047       |
+-----------+----------------------------+------------+-------------+
mysql root@(none):covid_data> notee;
